ScaleFO,ScaleRes,O1,O2,value,uncertainty
CV->FO,2MuCt->Res,dphi^1,lndphi^1,-247.39076702490536,0.8384416624225541
CV->FO,2MuFac->Res,dphi^1,lndphi^1,-261.36921012548385,0.8541775096851396
2MuFtran->FO,2MuFtran->Res,dphi^1,lndphi^1,-251.1027122100689,0.7833037317771423
CV->FO,2MuHard->Res,dphi^1,lndphi^1,-249.88122887869991,0.840349496349601
CV->FO,2MuSoft->Res,dphi^1,lndphi^1,-244.83903217191488,0.8378916161137098
CV->FO,2NuBeam->Res,dphi^1,lndphi^1,-247.77882706467108,0.8350949408495736
CV->FO,2NuSoft->Res,dphi^1,lndphi^1,-247.22705445373185,0.8409271354177426
0p5MuF->FO,CV->Res,dphi^1,lndphi^1,-246.76056238160527,0.6946506098553809
0p5MuRF->FO,CV->Res,dphi^1,lndphi^1,-242.55387013148146,1.5833012811758724
0p5MuR->FO,CV->Res,dphi^1,lndphi^1,-243.59839756526804,0.7575859956542464
2MuF->FO,CV->Res,dphi^1,lndphi^1,-248.9378546759694,0.8307263991227576
2MuRF->FO,CV->Res,dphi^1,lndphi^1,-251.8808344878728,0.7398602257287239
2MuR->FO,CV->Res,dphi^1,lndphi^1,-250.52692494842955,0.6917779158183973
CV->FO,CV->Res,dphi^1,lndphi^1,-247.415654304356,0.8382995529614944
CV->FO,0p5C0_np->Res,dphi^1,lndphi^2,800.2598082954079,1.807755831361302
CV->FO,0p5kappa_np->Res,dphi^1,lndphi^2,800.6177394465072,1.8032532854335992
CV->FO,0p5MuBeam->Res,dphi^1,lndphi^2,806.1631067973577,1.8121685384770574
CV->FO,0p5MuBF->Res,dphi^1,lndphi^2,765.5089935046093,1.7914050855603612
CV->FO,0p5MuCt->Res,dphi^1,lndphi^2,800.503999442247,1.802916293253314
CV->FO,0p5MuFac->Res,dphi^1,lndphi^2,739.9433823310887,1.7762481563686936
0p5MuFtran->FO,0p5MuFtran->Res,dphi^1,lndphi^2,793.0896442475333,1.3761711134298722
CV->FO,0p5MuHard->Res,dphi^1,lndphi^2,805.3185785089051,1.8051697804776008
CV->FO,0p5MuSoft->Res,dphi^1,lndphi^2,788.5631107388044,1.7975674470029874
CV->FO,0p5NuBeam->Res,dphi^1,lndphi^2,800.7502386820196,1.806179842086848
CV->FO,0p5NuSoft->Res,dphi^1,lndphi^2,800.6594751298885,1.7985210853619074
CV->FO,2C0_np->Res,dphi^1,lndphi^2,800.8626534510518,1.7990651234010024
CV->FO,2kappa_np->Res,dphi^1,lndphi^2,800.6372904730109,1.8046421179397618
CV->FO,2MuBeam->Res,dphi^1,lndphi^2,779.5817582717857,1.7949012638010073
CV->FO,2MuBF->Res,dphi^1,lndphi^2,825.5619767739845,1.8174334715515297
CV->FO,2MuCt->Res,dphi^1,lndphi^2,800.5589654267341,1.8025228355910998
CV->FO,2MuFac->Res,dphi^1,lndphi^2,831.1870837586639,1.8229290501580353
2MuFtran->FO,2MuFtran->Res,dphi^1,lndphi^2,807.5218477612519,1.6667539499452781
CV->FO,2MuHard->Res,dphi^1,lndphi^2,805.6434782462785,1.8053295412355224
CV->FO,2MuSoft->Res,dphi^1,lndphi^2,795.2158263822292,1.80199505150408
CV->FO,2NuBeam->Res,dphi^1,lndphi^2,800.6214150383678,1.7983310799395804
CV->FO,2NuSoft->Res,dphi^1,lndphi^2,800.8075398458708,1.8062312840864314
0p5MuF->FO,CV->Res,dphi^1,lndphi^2,782.5038272095007,1.508125788624714
0p5MuRF->FO,CV->Res,dphi^1,lndphi^2,806.5571704822712,3.434409432885069
0p5MuR->FO,CV->Res,dphi^1,lndphi^2,826.3110962638393,1.4805378714554782
2MuF->FO,CV->Res,dphi^1,lndphi^2,815.8520843604801,1.6656924761666414
2MuRF->FO,CV->Res,dphi^1,lndphi^2,793.2853164128321,1.611833553212938
2MuR->FO,CV->Res,dphi^1,lndphi^2,778.8384298024653,1.545117665590922
CV->FO,CV->Res,dphi^1,lndphi^2,800.5863284591869,1.802258000862503
CV->FO,0p5C0_np->Res,dphi^1,lndphi^3,-1263.0446044759715,4.855838441660527
CV->FO,0p5kappa_np->Res,dphi^1,lndphi^3,-1260.8088557913056,4.847941566761531
CV->FO,0p5MuBeam->Res,dphi^1,lndphi^3,-1271.5314085720381,4.863501432210246
CV->FO,0p5MuBF->Res,dphi^1,lndphi^3,-1172.2631133553762,4.828262001668061
CV->FO,0p5MuCt->Res,dphi^1,lndphi^3,-1261.3925089023119,4.847553853267938
CV->FO,0p5MuFac->Res,dphi^1,lndphi^3,-1116.8524272199154,4.803025360016948
0p5MuFtran->FO,0p5MuFtran->Res,dphi^1,lndphi^3,-1251.6512183667667,3.667413095915489
CV->FO,0p5MuHard->Res,dphi^1,lndphi^3,-1271.3517617810976,4.85152538724924
CV->FO,0p5MuSoft->Res,dphi^1,lndphi^3,-1233.7647321879438,4.837986738643058
CV->FO,0p5NuBeam->Res,dphi^1,lndphi^3,-1264.1688006932227,4.853349781534324
CV->FO,0p5NuSoft->Res,dphi^1,lndphi^3,-1259.3636880910526,4.840113619748541
CV->FO,2C0_np->Res,dphi^1,lndphi^3,-1260.1191130068237,4.840677236625607
CV->FO,2kappa_np->Res,dphi^1,lndphi^3,-1262.3322044713439,4.8508094909595405
CV->FO,2MuBeam->Res,dphi^1,lndphi^3,-1215.1538796879706,4.834766523472353
CV->FO,2MuBF->Res,dphi^1,lndphi^3,-1323.905826369239,4.872003903082924
CV->FO,2MuCt->Res,dphi^1,lndphi^3,-1261.5682283123194,4.846544079028061
CV->FO,2MuFac->Res,dphi^1,lndphi^3,-1333.8192600820266,4.881095487322997
2MuFtran->FO,2MuFtran->Res,dphi^1,lndphi^3,-1268.3961532885355,4.520722824659821
CV->FO,2MuHard->Res,dphi^1,lndphi^3,-1272.404189517268,4.851296136580943
CV->FO,2MuSoft->Res,dphi^1,lndphi^3,-1249.9057638451939,4.845988212903561
CV->FO,2NuBeam->Res,dphi^1,lndphi^3,-1259.2643901016113,4.839572867208747
CV->FO,2NuSoft->Res,dphi^1,lndphi^3,-1264.2939261314118,4.853421911552573
0p5MuF->FO,CV->Res,dphi^1,lndphi^3,-1250.9850712791053,4.156049382048695
0p5MuRF->FO,CV->Res,dphi^1,lndphi^3,-1257.7733253205074,9.116567204620072
0p5MuR->FO,CV->Res,dphi^1,lndphi^3,-1267.6512543194635,3.7489249808043246
2MuF->FO,CV->Res,dphi^1,lndphi^3,-1270.1637701606069,4.24456602618319
2MuRF->FO,CV->Res,dphi^1,lndphi^3,-1263.2531666547484,4.422315434596034
2MuR->FO,CV->Res,dphi^1,lndphi^3,-1252.586513430303,4.358448198489727
CV->FO,CV->Res,dphi^1,lndphi^3,-1261.5881593166364,4.846084872221285
CV->FO,0p5C0_np->Res,dphi^1,lndphi^4,3538.7266073272567,14.850541565705319
CV->FO,0p5kappa_np->Res,dphi^1,lndphi^4,3524.2744389280183,14.832796747735397
CV->FO,0p5MuBeam->Res,dphi^1,lndphi^4,3550.9055672185063,14.867602168560863
CV->FO,0p5MuBF->Res,dphi^1,lndphi^4,3271.946517477829,14.790186686025567
CV->FO,0p5MuCt->Res,dphi^1,lndphi^4,3528.225872073496,14.833107900625054
CV->FO,0p5MuFac->Res,dphi^1,lndphi^4,3124.8142986825164,14.73557020726131
0p5MuFtran->FO,0p5MuFtran->Res,dphi^1,lndphi^4,3503.9340715986173,11.207974384495005
