dist,acc,ScaleFO,ScaleRes,bin_lo,bin_hi,density,uncertainty
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.0,0.0314,6790.943394437415,221.73961085701487
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.031400000000000004,0.0628,6102.674752348116,39.38578398606895
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.0628,0.0942,5265.3611423422435,26.45818934087102
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.0942,0.1256,4519.314023065896,20.55816041724227
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.12560000000000002,0.157,3862.061246664474,17.30951182080679
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.157,0.18839999999999998,3329.6500162361303,14.94574912374337
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.1884,0.2198,2880.2713913736434,12.958061540860838
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.2198,0.2512,2516.91330968689,11.290470227379817
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.25120000000000003,0.2826,2187.6660803282657,9.95537669471411
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.2826,0.314,1933.1839641571878,8.754534201023432
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.314,0.3454,1690.5855473573988,7.647341309166977
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.3454,0.37679999999999997,1501.2852980371044,6.742405912913545
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.3768,0.4082,1320.4752476333683,5.8009911957603695
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.4082,0.4396,1166.9736832663355,4.996009751554504
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.4396,0.471,1038.6280321554973,4.316514354617722
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.47100000000000003,0.5024000000000001,929.2551379083732,3.7184219656378708
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.5024,0.5338,835.2110629567613,3.222481859991025
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.5337999999999999,0.5652,754.0023474785899,2.8204382827824523
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.5651999999999999,0.5966,681.5753072355805,2.497896071887966
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.5965999999999999,0.628,623.0819690536138,2.252626481005839
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.628,0.6594000000000001,571.4138165161849,2.0138787551622523
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.6594,0.6908000000000001,522.0034724060512,1.8511965818462894
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.6908,0.7222000000000001,481.94802110807564,1.7068251462681423
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.7222,0.7536,444.2422178699263,1.547296024366515
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.7535999999999999,0.785,413.2475640726406,1.4575493752014488
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.7849999999999999,0.8164,383.0212141869781,1.351838140577478
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.8163999999999999,0.8478,356.3849231988547,1.279001205697135
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.8478,0.8792000000000001,331.07572343671336,1.195182704472617
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.8792,0.9106000000000001,310.46012802897565,1.1383461355125244
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.9106,0.9420000000000001,290.605111896013,1.0727661881121158
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.942,0.9734,272.49646329194513,1.0565726922085388
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.9733999999999999,1.0048,256.17820345757417,0.9893947877038554
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,1.0048,1.0362,240.94059856333996,0.9621947866971399
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,1.0362,1.0676,226.7728204439165,0.9223951067022915
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,1.0675999999999999,1.099,214.9101411357175,0.87702345197962
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,1.099,1.1304,202.53165451739991,0.8494890645227411
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,1.1303999999999998,1.1618,193.7864718486682,0.819989161711129
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,1.1618,1.1932,182.46821535851782,0.8056899741907798
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,1.1932,1.2246000000000001,171.6795007124022,0.7589825701937573
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,1.2246,1.256,163.32670071247924,0.7174135444322688
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,1.256,1.2874,155.7455367026042,0.7321967431104183
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,1.2873999999999999,1.3188,149.15674223730724,0.7055876411806262
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,1.3188,1.3502,142.64163741800522,0.679993572060834
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,1.3501999999999998,1.3816,134.80563203701408,0.6718017930748718
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,1.3816,1.413,128.0687503256213,0.6387272599457784
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,1.413,1.4444000000000001,122.57402005192317,0.6280488038535725
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,1.4444,1.4758,117.50784829465726,0.6120918087864691
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,1.4758,1.5072,112.44382011331264,0.6208380353480787
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,1.5071999999999999,1.5386,107.0270222682747,0.5799153068944923
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,1.5386,1.57,103.37500675395876,0.5663645768548279
dphiDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,1.57,1.6014000000000002,97.92497877594747,0.5514566886096487
