dist,acc,ScaleFO,ScaleRes,bin_lo,bin_hi,density,uncertainty
rTDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.0,0.01,2516.9745810518925,435.3195117892695
rTDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.009999999999999998,0.02,6473.843372514658,92.01113779084397
rTDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.02,0.030000000000000002,8718.51411788723,64.33525507397113
rTDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.030000000000000002,0.04,9670.376391200534,65.4056943571596
rTDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.04,0.049999999999999996,9864.44904377182,62.38633156635037
rTDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.05,0.06,9645.53217079458,66.83985001085557
rTDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.060000000000000005,0.07,9255.22006563745,70.11521593095011
rTDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.06999999999999999,0.08,8729.911625237108,73.90942399879032
rTDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.08,0.09000000000000001,8218.648275955404,68.36531047519516
rTDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.09,0.1,7722.9491941989545,63.77946812603094
rTDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.09999999999999999,0.11,7239.421077916234,71.09074572411058
rTDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.11,0.12000000000000001,6783.991694802041,67.40715549631665
rTDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.12,0.13,6371.486002831555,67.25135228410798
rTDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.13,0.14,5891.360506978839,62.18585882426127
rTDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.13999999999999999,0.15,5527.210305366256,56.66301157411926
rTDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.15,0.16,5072.496625751078,51.57914654996799
rTDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.16,0.17,4714.752373854182,48.8211172787359
rTDist,N1LL'+N1LO,CV->FO,0p5C0_np->Res,0.16999999999999998,0.18,4303.723448807827,44.716756022157476
