"ScaleFO","ScaleRes","O1","O2","value","uncertainty"
"CV->FO","0p5MuBeam->Res","dphi^0","lndphi^2",9923.187115615163,50.17204153891158
"CV->FO","0p5MuBF->Res","dphi^0","lndphi^2",10011.70241552352,50.08098803191465
"CV->FO","0p5MuCt->Res","dphi^0","lndphi^2",9865.90613348156,49.79270044006252
"CV->FO","0p5MuFac->Res","dphi^0","lndphi^2",10060.842650286646,49.9254938037896
"0p5MuFtran->FO","0p5MuFtran->Res","dphi^0","lndphi^2",9867.83597215862,46.95997172604196
"CV->FO","0p5MuHard->Res","dphi^0","lndphi^2",9869.707049946644,49.793347236659265
"CV->FO","0p5MuSoft->Res","dphi^0","lndphi^2",9856.866254862829,49.75871156132217
"CV->FO","0p5NuBeam->Res","dphi^0","lndphi^2",9887.728868197972,49.813850214827994
"CV->FO","0p5NuSoft->Res","dphi^0","lndphi^2",9854.383869763835,49.76712285568881
"CV->FO","2C0_np->Res","dphi^0","lndphi^2",9827.223034013505,49.74651003375567
"CV->FO","2kappa_np->Res","dphi^0","lndphi^2",9882.691163980873,49.814907146867895
"CV->FO","2MuBeam->Res","dphi^0","lndphi^2",9927.790837124747,49.767659778342235
"CV->FO","2MuBF->Res","dphi^0","lndphi^2",9835.583952632702,49.80865394387494
"CV->FO","2MuCt->Res","dphi^0","lndphi^2",9867.331817018909,49.77513447390633
"CV->FO","2MuFac->Res","dphi^0","lndphi^2",9780.610105089525,50.0126360518335
"2MuFtran->FO","2MuFtran->Res","dphi^0","lndphi^2",9867.484543901344,49.681401449129666
"CV->FO","2MuHard->Res","dphi^0","lndphi^2",9857.269193581074,49.801549365301305
"CV->FO","2MuSoft->Res","dphi^0","lndphi^2",9895.653630677783,49.795162641226796
"CV->FO","2NuBeam->Res","dphi^0","lndphi^2",9854.634398872391,49.75860778650784
"CV->FO","2NuSoft->Res","dphi^0","lndphi^2",9888.355130226126,49.81457408399292
"0p5MuF->FO","CV->Res","dphi^0","lndphi^2",9887.672796987172,54.970201771331894
"0p5MuRF->FO","CV->Res","dphi^0","lndphi^2",9870.905768108456,73.75034126614348
"0p5MuR->FO","CV->Res","dphi^0","lndphi^2",9831.296699845214,62.85078665640803
"2MuF->FO","CV->Res","dphi^0","lndphi^2",9840.147834081587,52.11940976664596
"2MuRF->FO","CV->Res","dphi^0","lndphi^2",9866.233231149205,58.90345610259956
"2MuR->FO","CV->Res","dphi^0","lndphi^2",9871.171182594075,59.08941651093648
"CV->FO","CV->Res","dphi^0","lndphi^2",9867.261748039613,49.78053103806829
"CV->FO","0p5C0_np->Res","dphi^0","lndphi^3",-34777.51212791531,261.89048720343567
"CV->FO","0p5kappa_np->Res","dphi^0","lndphi^3",-34448.39570647472,261.7149022028674
"CV->FO","0p5MuBeam->Res","dphi^0","lndphi^3",-34777.58118131089,263.104178185948
"CV->FO","0p5MuBF->Res","dphi^0","lndphi^3",-35209.09530750738,262.84346857214325
"CV->FO","0p5MuCt->Res","dphi^0","lndphi^3",-34526.21624213547,261.81433495484777
"CV->FO","0p5MuFac->Res","dphi^0","lndphi^3",-35427.76567513667,262.36117992820465
"0p5MuFtran->FO","0p5MuFtran->Res","dphi^0","lndphi^3",-34525.08810960401,252.87363520941355
"CV->FO","0p5MuHard->Res","dphi^0","lndphi^3",-34540.488257433564,261.80565039224695
"CV->FO","0p5MuSoft->Res","dphi^0","lndphi^3",-34501.19389802019,261.6503569176118
"CV->FO","0p5NuBeam->Res","dphi^0","lndphi^3",-34621.28147058034,261.76967870695285
"CV->FO","0p5NuSoft->Res","dphi^0","lndphi^3",-34478.22952322177,261.70590924801223
"CV->FO","2C0_np->Res","dphi^0","lndphi^3",-34335.56786579141,261.635916236354
"CV->FO","2kappa_np->Res","dphi^0","lndphi^3",-34612.997570690306,261.9142321960126
"CV->FO","2MuBeam->Res","dphi^0","lndphi^3",-34831.86366231162,261.7357230402567
"CV->FO","2MuBF->Res","dphi^0","lndphi^3",-34413.466029776166,261.86539817079955
"CV->FO","2MuCt->Res","dphi^0","lndphi^3",-34535.348498611114,261.74148796886743
"CV->FO","2MuFac->Res","dphi^0","lndphi^3",-34140.37761119749,262.6873100948144
"2MuFtran->FO","2MuFtran->Res","dphi^0","lndphi^3",-34523.7301539933,263.8073593826691
"CV->FO","2MuHard->Res","dphi^0","lndphi^3",-34496.369128410995,261.81695118114726
"CV->FO","2MuSoft->Res","dphi^0","lndphi^3",-34656.35801900994,261.77931466110186
"CV->FO","2NuBeam->Res","dphi^0","lndphi^3",-34485.539664925105,261.66667552727284
"CV->FO","2NuSoft->Res","dphi^0","lndphi^3",-34625.534730200394,261.7816132770664
"0p5MuF->FO","CV->Res","dphi^0","lndphi^3",-34631.43844599963,283.24002517208294
"0p5MuRF->FO","CV->Res","dphi^0","lndphi^3",-34526.25133757444,360.95243306539015
"0p5MuR->FO","CV->Res","dphi^0","lndphi^3",-34411.65964603459,335.5023883504486
"2MuF->FO","CV->Res","dphi^0","lndphi^3",-34406.156528026244,276.0918959946486
"2MuRF->FO","CV->Res","dphi^0","lndphi^3",-34526.877209117934,299.6980830168478
"2MuR->FO","CV->Res","dphi^0","lndphi^3",-34587.20322655836,299.1865947098719
"CV->FO","CV->Res","dphi^0","lndphi^3",-34536.948780163635,261.7581928204008
"CV->FO","0p5C0_np->Res","dphi^0","lndphi^4",151302.15226760143,2162.2039925636236
"CV->FO","0p5kappa_np->Res","dphi^0","lndphi^4",149600.6940939711,2161.244242850546
"CV->FO","0p5MuBeam->Res","dphi^0","lndphi^4",151141.0295941047,2167.5801497966972
"CV->FO","0p5MuBF->Res","dphi^0","lndphi^4",153527.76746332046,2166.65634909295
"CV->FO","0p5MuCt->Res","dphi^0","lndphi^4",149932.2828545001,2161.830823469512
"CV->FO","0p5MuFac->Res","dphi^0","lndphi^4",154569.37200355952,2164.8796718483122
"0p5MuFtran->FO","0p5MuFtran->Res","dphi^0","lndphi^4",149887.59676860273,2132.2430200817103
"CV->FO","0p5MuHard->Res","dphi^0","lndphi^4",150019.51048131092,2161.8182131310746
"CV->FO","0p5MuSoft->Res","dphi^0","lndphi^4",149903.42599291605,2161.054353756436
"CV->FO","0p5NuBeam->Res","dphi^0","lndphi^4",150394.3509830734,2161.314199031121
"CV->FO","0p5NuSoft->Res","dphi^0","lndphi^4",149680.8725894166,2161.268646985503
"CV->FO","2C0_np->Res","dphi^0","lndphi^4",148957.3684062403,2160.9601834204727
"CV->FO","2kappa_np->Res","dphi^0","lndphi^4",150412.00144052817,2162.3791980831347
"CV->FO","2MuBeam->Res","dphi^0","lndphi^4",151574.7748017015,2161.669013852325
"CV->FO","2MuBF->Res","dphi^0","lndphi^4",149539.88364007737,2162.280049335731
"CV->FO","2MuCt->Res","dphi^0","lndphi^4",149992.60712891317,2161.5761365995995
"CV->FO","2MuFac->Res","dphi^0","lndphi^4",148046.82295583174,2166.0634845548907
"2MuFtran->FO","2MuFtran->Res","dphi^0","lndphi^4",149752.20606351283,2184.15881614278
"CV->FO","2MuHard->Res","dphi^0","lndphi^4",149825.65073468213,2161.795617586648
"CV->FO","2MuSoft->Res","dphi^0","lndphi^4",150586.90935275945,2161.5403976482785
"CV->FO","2NuBeam->Res","dphi^0","lndphi^4",149790.95398930926,2161.2347948859688
"CV->FO","2NuSoft->Res","dphi^0","lndphi^4",150450.23027066683,2161.51538961316
"0p5MuF->FO","CV->Res","dphi^0","lndphi^4",150489.10869013192,2227.5049910660355
"0p5MuRF->FO","CV->Res","dphi^0","lndphi^4",149822.01365766203,2742.8442633750965
"0p5MuR->FO","CV->Res","dphi^0","lndphi^4",149499.62085669683,2787.285803538488
"2MuF->FO","CV->Res","dphi^0","lndphi^4",149323.25713390458,2314.738803590239
"2MuRF->FO","CV->Res","dphi^0","lndphi^4",149959.43438715272,2320.528226051977
"2MuR->FO","CV->Res","dphi^0","lndphi^4",150406.44102502038,2283.679211925525
"CV->FO","CV->Res","dphi^0","lndphi^4",150046.11120187756,2161.6177318575433
"CV->FO","0p5C0_np->Res","dphi^0","lndphi^5",-782372.7838139631,23329.604304095872
"CV->FO","0p5kappa_np->Res","dphi^0","lndphi^5",-772899.1503308543,23321.398482442248
"CV->FO","0p5MuBeam->Res","dphi^0","lndphi^5",-780587.0620166056,23358.269982856727
"CV->FO","0p5MuBF->Res","dphi^0","lndphi^5",-796088.4971529476,23360.369502291815
"CV->FO","0p5MuCt->Res","dphi^0","lndphi^5",-773922.5795273605,23325.183128727953
"CV->FO","0p5MuFac->Res","dphi^0","lndphi^5",-801368.6294757767,23350.353097666244
"0p5MuFtran->FO","0p5MuFtran->Res","dphi^0","lndphi^5",-773093.2472232485,23206.036740108364
"CV->FO","0p5MuHard->Res","dphi^0","lndphi^5",-774787.9195506303,23325.245534219586
"CV->FO","0p5MuSoft->Res","dphi^0","lndphi^5",-774659.251696648,23321.17972940068
"CV->FO","0p5NuBeam->Res","dphi^0","lndphi^5",-776633.4109146897,23322.377517697347
"CV->FO","0p5NuSoft->Res","dphi^0","lndphi^5",-772207.3668730566,23322.24735131482
"CV->FO","2C0_np->Res","dphi^0","lndphi^5",-768696.1268433544,23319.302486561566
"CV->FO","2kappa_np->Res","dphi^0","lndphi^5",-776893.5929288375,23328.382385516998
"CV->FO","2MuBeam->Res","dphi^0","lndphi^5",-783904.6885367755,23325.70644226644
"CV->FO","2MuBF->Res","dphi^0","lndphi^5",-773455.5936998297,23332.48146655025
"CV->FO","2MuCt->Res","dphi^0","lndphi^5",-774339.5742370165,23323.75365710995
"CV->FO","2MuFac->Res","dphi^0","lndphi^5",-764035.7992629368,23352.998835512306
"2MuFtran->FO","2MuFtran->Res","dphi^0","lndphi^5",-770446.4486982912,23559.023230268063
"CV->FO","2MuHard->Res","dphi^0","lndphi^5",-773782.9922194378,23325.04622679958
"CV->FO","2MuSoft->Res","dphi^0","lndphi^5",-777816.4309567347,23323.27877220871
"CV->FO","2NuBeam->Res","dphi^0","lndphi^5",-773738.6896814425,23325.049734534055
"CV->FO","2NuSoft->Res","dphi^0","lndphi^5",-777466.117245922,23325.36570086319
"0p5MuF->FO","CV->Res","dphi^0","lndphi^5",-776577.9248633718,23176.031011695166
"0p5MuRF->FO","CV->Res","dphi^0","lndphi^5",-769315.3395979592,28272.17345365047
"0p5MuR->FO","CV->Res","dphi^0","lndphi^5",-769589.9044075882,29973.10288232934
"2MuF->FO","CV->Res","dphi^0","lndphi^5",-770132.2841464428,25183.280232741712
"2MuRF->FO","CV->Res","dphi^0","lndphi^5",-774985.7726270605,23934.025909456323
"2MuR->FO","CV->Res","dphi^0","lndphi^5",-778403.2182291849,23254.358525481577
"CV->FO","CV->Res","dphi^0","lndphi^5",-775373.4668593714,23325.493408915634
"CV->FO","0p5C0_np->Res","dphi^1","lndphi^0",913.1715583184722,2.825492744497858
"CV->FO","0p5kappa_np->Res","dphi^1","lndphi^0",914.1062020055667,2.824748410133516
"CV->FO","0p5MuBeam->Res","dphi^1","lndphi^0",913.6996902122703,2.833503013807501
"CV->FO","0p5MuBF->Res","dphi^1","lndphi^0",912.9799196692607,2.8309198389120973
"CV->FO","0p5MuCt->Res","dphi^1","lndphi^0",913.8454315150526,2.824898432503095
"CV->FO","0p5MuFac->Res","dphi^1","lndphi^0",912.2883090675421,2.826000373270303
"0p5MuFtran->FO","0p5MuFtran->Res","dphi^1","lndphi^0",914.5260600261404,2.794924148145998
"CV->FO","0p5MuHard->Res","dphi^1","lndphi^0",914.0156069550108,2.824731445354968
"CV->FO","0p5MuSoft->Res","dphi^1","lndphi^0",913.8641439992273,2.824412078504549
"CV->FO","0p5NuBeam->Res","dphi^1","lndphi^0",913.689815159646,2.8254158910999223
"CV->FO","0p5NuSoft->Res","dphi^1","lndphi^0",914.0615887561885,2.8242368119207515
"CV->FO","2C0_np->Res","dphi^1","lndphi^0",914.570930021755,2.8238725636394895
"CV->FO","2kappa_np->Res","dphi^1","lndphi^0",913.6740847857775,2.8253024895866985
"CV->FO","2MuBeam->Res","dphi^1","lndphi^0",913.2481502676852,2.8234264697751663
"CV->FO","2MuBF->Res","dphi^1","lndphi^0",913.9590872363381,2.8248451337187865
"CV->FO","2MuCt->Res","dphi^1","lndphi^0",913.8613839888951,2.8246747458563832
"CV->FO","2MuFac->Res","dphi^1","lndphi^0",914.3297295839011,2.8298533275145146
"2MuFtran->FO","2MuFtran->Res","dphi^1","lndphi^0",914.236117833356,2.8197134540738547
"CV->FO","2MuHard->Res","dphi^1","lndphi^0",913.630682006066,2.8252537614452984
"CV->FO","2MuSoft->Res","dphi^1","lndphi^0",913.9432785807533,2.824945719698975
"CV->FO","2NuBeam->Res","dphi^1","lndphi^0",914.0767792852623,2.824278166532156
"CV->FO","2NuSoft->Res","dphi^1","lndphi^0",913.692875853825,2.8254690264182214
"0p5MuF->FO","CV->Res","dphi^1","lndphi^0",907.3640007497927,3.1317066504487654
"0p5MuRF->FO","CV->Res","dphi^1","lndphi^0",919.4156589996317,4.056043466607664
"0p5MuR->FO","CV->Res","dphi^1","lndphi^0",921.1615968724393,3.9910247387661704
"2MuF->FO","CV->Res","dphi^1","lndphi^0",919.0310159899077,3.1045298677208075
"2MuRF->FO","CV->Res","dphi^1","lndphi^0",907.5126613966736,3.526627953120994
"2MuR->FO","CV->Res","dphi^1","lndphi^0",899.7102741047665,3.5482852512735783
"CV->FO","CV->Res","dphi^1","lndphi^0",913.856622634494,2.824755766716792
"CV->FO","0p5C0_np->Res","dphi^1","lndphi^1",-204.648352131247,2.465420583282746
"CV->FO","0p5kappa_np->Res","dphi^1","lndphi^1",-205.0434273503921,2.464416132876295
"CV->FO","0p5MuBeam->Res","dphi^1","lndphi^1",-205.3089891549891,2.4778751845450464
"CV->FO","0p5MuBF->Res","dphi^1","lndphi^1",-205.00748552161298,2.4730299124449986
"CV->FO","0p5MuCt->Res","dphi^1","lndphi^1",-204.99041605687864,2.4643684779252464
"CV->FO","0p5MuFac->Res","dphi^1","lndphi^1",-204.99929677525847,2.466402171044843
"0p5MuFtran->FO","0p5MuFtran->Res","dphi^1","lndphi^1",-205.6201952803866,2.418523492289086
"CV->FO","0p5MuHard->Res","dphi^1","lndphi^1",-205.15524635900096,2.464257494196568
"CV->FO","0p5MuSoft->Res","dphi^1","lndphi^1",-204.79834614495502,2.463934410422618
"CV->FO","0p5NuBeam->Res","dphi^1","lndphi^1",-205.03606954775836,2.465757200890198
"CV->FO","0p5NuSoft->Res","dphi^1","lndphi^1",-204.93516703368476,2.4635856689707625
"CV->FO","2C0_np->Res","dphi^1","lndphi^1",-205.3269520431021,2.463232036955337
"CV->FO","2kappa_np->Res","dphi^1","lndphi^1",-204.96884081472223,2.4649944470136558
"CV->FO","2MuBeam->Res","dphi^1","lndphi^1",-204.75890435761545,2.4626591207381723
"CV->FO","2MuBF->Res","dphi^1","lndphi^1",-204.6965153176551,2.4643940432076956
"CV->FO","2MuCt->Res","dphi^1","lndphi^1",-204.97290025138045,2.4642264407690697
"CV->FO","2MuFac->Res","dphi^1","lndphi^1",-204.79234484022749,2.4709853098040204
"2MuFtran->FO","2MuFtran->Res","dphi^1","lndphi^1",-205.06382689547814,2.4535837506996714
"CV->FO","2MuHard->Res","dphi^1","lndphi^1",-204.72686113616987,2.4650303627423846
"CV->FO","2MuSoft->Res","dphi^1","lndphi^1",-205.31249246538607,2.464447175588516
"CV->FO","2NuBeam->Res","dphi^1","lndphi^1",-204.92531716028492,2.4635690029555266
"CV->FO","2NuSoft->Res","dphi^1","lndphi^1",-205.06199627709861,2.465855755388824
"0p5MuF->FO","CV->Res","dphi^1","lndphi^1",-205.89230325110975,2.757185056722285
"0p5MuRF->FO","CV->Res","dphi^1","lndphi^1",-200.9644909806566,3.636669735090576
"0p5MuR->FO","CV->Res","dphi^1","lndphi^1",-199.62801800310268,3.428380758687495
"2MuF->FO","CV->Res","dphi^1","lndphi^1",-204.5272882933519,2.71868699884856
"2MuRF->FO","CV->Res","dphi^1","lndphi^1",-209.86502764588522,3.0577415057964137
"2MuR->FO","CV->Res","dphi^1","lndphi^1",-210.3678337818725,3.0604989292832436
"CV->FO","CV->Res","dphi^1","lndphi^1",-204.9936670904167,2.4643442699081035
"CV->FO","0p5C0_np->Res","dphi^1","lndphi^2",898.0178044769326,3.4418032382944506
"CV->FO","0p5kappa_np->Res","dphi^1","lndphi^2",898.0718855035722,3.4394638187626834
"CV->FO","0p5MuBeam->Res","dphi^1","lndphi^2",899.2202316776156,3.469615921758321
"CV->FO","0p5MuBF->Res","dphi^1","lndphi^2",900.0173505626174,3.457022987657444
"CV->FO","0p5MuCt->Res","dphi^1","lndphi^2",898.1399059052595,3.4394182973765957
"CV->FO","0p5MuFac->Res","dphi^1","lndphi^2",900.6403782435697,3.4447005290152357
"0p5MuFtran->FO","0p5MuFtran->Res","dphi^1","lndphi^2",898.8908596796447,3.3217224315566036
"CV->FO","0p5MuHard->Res","dphi^1","lndphi^2",898.4530433208221,3.4393788143099004
"CV->FO","0p5MuSoft->Res","dphi^1","lndphi^2",897.6762933021461,3.4384476234531327
"CV->FO","0p5NuBeam->Res","dphi^1","lndphi^2",898.466749455923,3.4425506999012354
"CV->FO","0p5NuSoft->Res","dphi^1","lndphi^2",897.8742327524201,3.4377060108455146
"CV->FO","2C0_np->Res","dphi^1","lndphi^2",898.2987154015864,3.4370872712332874
"CV->FO","2kappa_np->Res","dphi^1","lndphi^2",898.182015959174,3.4409804731310683
"CV->FO","2MuBeam->Res","dphi^1","lndphi^2",898.4009113426021,3.436318913759066
"CV->FO","2MuBF->Res","dphi^1","lndphi^2",897.1548439804856,3.439610250053121
"CV->FO","2MuCt->Res","dphi^1","lndphi^2",898.1353021063551,3.4391224923650805
"CV->FO","2MuFac->Res","dphi^1","lndphi^2",896.8296552134929,3.4522097070574653
"2MuFtran->FO","2MuFtran->Res","dphi^1","lndphi^2",898.1710480265771,3.406781863204383
"CV->FO","2MuHard->Res","dphi^1","lndphi^2",897.5900182199894,3.441225273972633
"CV->FO","2MuSoft->Res","dphi^1","lndphi^2",898.97791857257,3.439681967931226
"CV->FO","2NuBeam->Res","dphi^1","lndphi^2",897.8443830157732,3.4375622029706596
"CV->FO","2NuSoft->Res","dphi^1","lndphi^2",898.5134476153438,3.4427204855525697
"0p5MuF->FO","CV->Res","dphi^1","lndphi^2",896.988009422676,3.8419083873960465
"0p5MuRF->FO","CV->Res","dphi^1","lndphi^2",900.4511311100385,5.206211594506032
"0p5MuR->FO","CV->Res","dphi^1","lndphi^2",898.1287417199125,4.633663259796258
"2MuF->FO","CV->Res","dphi^1","lndphi^2",899.034334355361,3.7662372790497525
"2MuRF->FO","CV->Res","dphi^1","lndphi^2",896.4700590595794,4.197355897266384
"2MuR->FO","CV->Res","dphi^1","lndphi^2",893.7386445512234,4.188181026165659
"CV->FO","CV->Res","dphi^1","lndphi^2",898.1675827233275,3.4393025049316974
"CV->FO","0p5C0_np->Res","dphi^1","lndphi^3",-1251.3973577680026,6.58567297168799
"CV->FO","0p5kappa_np->Res","dphi^1","lndphi^3",-1248.566578782289,6.579078510915435
"CV->FO","0p5MuBeam->Res","dphi^1","lndphi^3",-1253.8095863403196,6.649258395378185
"CV->FO","0p5MuBF->Res","dphi^1","lndphi^3",-1259.1450361351992,6.621077166143531
"CV->FO","0p5MuCt->Res","dphi^1","lndphi^3",-1249.4682921388012,6.57934341524478
"CV->FO","0p5MuFac->Res","dphi^1","lndphi^3",-1262.68044370028,6.59513166916072
"0p5MuFtran->FO","0p5MuFtran->Res","dphi^1","lndphi^3",-1250.4470328493228,6.219829571264825
"CV->FO","0p5MuHard->Res","dphi^1","lndphi^3",-1250.0739095141641,6.579783473115681
"CV->FO","0p5MuSoft->Res","dphi^1","lndphi^3",-1248.1680339951351,6.576623486875979
"CV->FO","0p5NuBeam->Res","dphi^1","lndphi^3",-1251.2173176099889,6.586717900801289
"CV->FO","0p5NuSoft->Res","dphi^1","lndphi^3",-1248.221861106881,6.575382328119429
"CV->FO","2C0_np->Res","dphi^1","lndphi^3",-1247.8433218177688,6.5735754899221375
"CV->FO","2kappa_np->Res","dphi^1","lndphi^3",-1250.1687425237253,6.583033271513418
"CV->FO","2MuBeam->Res","dphi^1","lndphi^3",-1252.5166703028692,6.57367896460624
"CV->FO","2MuBF->Res","dphi^1","lndphi^3",-1246.2608860221517,6.580774072612695
"CV->FO","2MuCt->Res","dphi^1","lndphi^3",-1249.540253442993,6.578258637217225
"CV->FO","2MuFac->Res","dphi^1","lndphi^3",-1243.5833375647376,6.60959309779763
"2MuFtran->FO","2MuFtran->Res","dphi^1","lndphi^3",-1249.4540050478654,6.4863741352686715
"CV->FO","2MuHard->Res","dphi^1","lndphi^3",-1248.2633740430929,6.583462727416616
"CV->FO","2MuSoft->Res","dphi^1","lndphi^3",-1252.0788689365086,6.580477708899338
"CV->FO","2NuBeam->Res","dphi^1","lndphi^3",-1248.143638962649,6.5748963064252965
"CV->FO","2NuSoft->Res","dphi^1","lndphi^3",-1251.3267262413854,6.586950360324045
"0p5MuF->FO","CV->Res","dphi^1","lndphi^3",-1252.7578832916213,7.276921667329025
"0p5MuRF->FO","CV->Res","dphi^1","lndphi^3",-1248.8647851684143,10.128943795803057
"0p5MuR->FO","CV->Res","dphi^1","lndphi^3",-1241.4734345237596,8.484137926957562
"2MuF->FO","CV->Res","dphi^1","lndphi^3",-1247.0274602484033,7.070391686932007
"2MuRF->FO","CV->Res","dphi^1","lndphi^3",-1253.4982477277229,7.877488114157184
"2MuR->FO","CV->Res","dphi^1","lndphi^3",-1254.0678820943137,7.846266749709697
"CV->FO","CV->Res","dphi^1","lndphi^3",-1249.5644558289625,6.5784320283097095
"CV->FO","0p5C0_np->Res","dphi^1","lndphi^4",3651.145739663733,16.2412383260195
"CV->FO","0p5kappa_np->Res","dphi^1","lndphi^4",3636.645960517351,16.220915593670373
"CV->FO","0p5MuBeam->Res","dphi^1","lndphi^4",3656.1716998568295,16.38988947841487
"CV->FO","0p5MuBF->Res","dphi^1","lndphi^4",3678.655290647853,16.33421904575526
